video;frame_idx;num_frames;gt_label;N;T;TE
aihub__lb_smoke__3049.mp4;258;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;286;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;287;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;288;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;289;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;290;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;291;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;292;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;293;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;294;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;295;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;296;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;297;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;298;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;299;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;300;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;301;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;302;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;303;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;304;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;305;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;306;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;307;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;308;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;309;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;310;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;311;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;312;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;313;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;329;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;330;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;331;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;332;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;333;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;334;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;335;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;336;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;337;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;338;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;339;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;340;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;341;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;342;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;343;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;344;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;345;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;346;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;347;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;348;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;349;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;350;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;351;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;352;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;353;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;354;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;355;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;357;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;358;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;359;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3049.mp4;360;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3274.mp4;1;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__3274.mp4;2;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;1;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;2;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;34;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;35;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;36;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;37;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;54;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;55;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;56;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;57;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;58;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;106;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;136;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;137;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;138;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;174;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;175;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;176;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;177;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;178;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;179;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;180;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;181;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;182;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;186;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;187;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;188;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;189;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;190;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;191;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;192;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;193;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;194;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;195;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;196;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;197;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;198;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;199;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;201;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;202;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;203;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;204;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;205;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;206;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;207;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;208;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;209;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;210;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;211;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;215;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;216;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;217;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;218;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;219;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;220;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;224;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;230;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;238;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;239;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;240;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;241;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;245;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;246;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;247;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;248;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;249;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;250;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;251;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;268;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;269;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;270;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;271;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;272;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;273;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;274;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;275;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;278;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;285;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;286;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;287;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;288;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;289;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;290;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5078.mp4;291;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5978.mp4;1;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__5978.mp4;2;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6044.mp4;1;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6044.mp4;2;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;1;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;2;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;291;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;292;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;293;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;294;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;295;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;296;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;297;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;298;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;299;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;300;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;301;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;302;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;303;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;304;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;305;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;306;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;307;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;338;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;339;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;340;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;341;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;342;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;343;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;344;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;345;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;346;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;347;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;348;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;349;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;350;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;351;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;352;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;357;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;358;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;359;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6170.mp4;360;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6351.mp4;1;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6351.mp4;2;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6383.mp4;1;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6383.mp4;2;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6384.mp4;1;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6384.mp4;2;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6384.mp4;3;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6384.mp4;353;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6384.mp4;354;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6384.mp4;355;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6384.mp4;356;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6502.mp4;1;360;fire_smoke;smokeonly;skipped;smokeonly
aihub__lb_smoke__6502.mp4;2;360;fire_smoke;smokeonly;skipped;smokeonly
PEXELs__lb_fire__143325-782178558.mp4;1;354;fire_smoke;fire;skipped;fire
PEXELs__lb_fire__143325-782178558.mp4;2;354;fire_smoke;fire;skipped;fire
PEXELs__lb_fire__6024944-hd_1920_1080_25fps.mp4;1;853;fire_smoke;fire;skipped;fire
PEXELs__lb_fire__6024944-hd_1920_1080_25fps.mp4;2;853;fire_smoke;fire;skipped;fire
pixabay__lb_fire__chef-cook-cooking-hibachi-show-174220.mp4;1;812;fire_smoke;fire;skipped;fire
pixabay__lb_fire__chef-cook-cooking-hibachi-show-174220.mp4;2;812;fire_smoke;fire;skipped;fire
ustc__lb_smoke__test-7.avi;1;2251;fire_smoke;smokeonly;skipped;smokeonly
ustc__lb_smoke__test-7.avi;2;2251;fire_smoke;smokeonly;skipped;smokeonly
ustc__lb_smoke__test-8.avi;1;3001;fire_smoke;fire;skipped;fire
ustc__lb_smoke__test-8.avi;2;3001;fire_smoke;fire;skipped;fire
ustc__lb_smoke__train-2.avi;1;1501;fire_smoke;fire;skipped;fire
ustc__lb_smoke__train-2.avi;2;1501;fire_smoke;fire;skipped;fire
ustc__lb_smoke__train-8.avi;1;1441;fire_smoke;smokeonly;skipped;smokeonly
ustc__lb_smoke__train-8.avi;2;1441;fire_smoke;smokeonly;skipped;smokeonly
ustc__lb_smoke__train-9.avi;1;1441;fire_smoke;smokeonly;skipped;smokeonly
ustc__lb_smoke__train-9.avi;2;1441;fire_smoke;smokeonly;skipped;smokeonly
