BILKENT;FLAME;SMOKE;WIDTH;HEIGHT;INDOOR;OUTDOOR;SHORT DISTANCE;LONG DISTANCE;LOW ACTIVITY;HIGH ACTIVITY;;;;;;
3_2012-07-20_11-01-43.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_11-16-44.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_11-31-46.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_11-46-48.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_12-01-49.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_12-16-51.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_12-31-53.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_12-46-54.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_13-01-56.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_13-16-57.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_13-31-58.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_13-47-00.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_14-02-01.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_14-17-03.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_14-32-04.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_14-47-06.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_15-02-07.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_15-17-09.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_15-32-10.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_15-47-12.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_16-02-13.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_16-17-15.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_16-32-17.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_12-31-18.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_12-46-19.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_13-01-21.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_13-16-23.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_13-31-24.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_13-46-27.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_14-01-28.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_14-16-30.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_14-31-33.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_14-46-35.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_15-01-36.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_15-16-38.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_15-31-39.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_15-46-41.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_16-01-42.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_16-16-44.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_16-31-46.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_16-46-47.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-24_17-01-49.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
FISMO;FLAME;SMOKE;WIDTH;HEIGHT;INDOOR;OUTDOOR;SHORT DISTANCE;LONG DISTANCE;LOW ACTIVITY;HIGH ACTIVITY;;;;;;
fireVid_001.mp4;1;1;450;360;0;1;1;0;0;1;;;;;;
fireVid_002.avi;1;1;600;336;0;1;1;0;0;1;;;;;;
fireVid_003.mp4;1;1;480;360;0;1;1;0;0;1;;;;;;
fireVid_004.mp4;1;1;480;360;0;1;1;0;0;1;;;;;;
fireVid_005.avi;1;1;600;336;0;1;1;0;0;1;;;;;;
fireVid_006.mp4;1;1;480;360;0;1;1;0;0;1;;;;;;
fireVid_007.mp4;1;1;480;360;0;1;1;0;0;1;;;;;;
fireVid_008.avi;1;1;400;256;0;1;1;0;1;0;;;;;;
fireVid_009.avi;1;1;600;336;0;1;1;0;0;1;;;;;;
fireVid_010.mp4;1;1;480;360;0;1;1;0;0;1;;;;;;
fireVid_011.avi;1;1;600;336;0;1;1;0;1;0;;;;;;
fireVid_012.avi;1;1;600;336;0;1;1;0;0;1;;;;;;
fireVid_013.mp4;1;1;480;360;0;1;1;0;0;1;;;;;;
fireVid_014.avi;1;1;600;336;0;1;1;0;0;1;;;;;;
fireVid_015.avi;1;1;600;336;0;1;1;0;0;1;;;;;;
fireVid_016.avi;1;1;600;336;0;1;1;0;1;0;;;;;;
fireVid_017.mp4;1;1;448;336;0;1;0;1;1;0;;;;;;
fireVid_018.avi;1;0;320;240;0;1;1;0;1;0;;;;;;
fireVid_019.avi;1;0;400;256;0;1;1;0;1;0;;;;;;
fireVid_020.avi;1;1;400;256;0;1;1;0;1;0;;;;;;
fireVid_021.avi;1;1;400;256;0;1;1;0;1;0;;;;;;
fireVid_022.avi;1;1;320;240;0;1;1;0;1;0;;;;;;
fireVid_023.avi;1;1;600;336;0;1;1;0;0;1;;;;;;
fireVid_024.avi;1;1;400;256;0;1;1;0;1;0;;;;;;
fireVid_025.avi;1;1;320;240;0;1;1;0;1;0;;;;;;
fireVid_026.mp4;1;1;320;240;0;1;1;0;0;1;;;;;;
fireVid_027.mp4;1;1;320;240;0;1;1;0;1;0;;;;;;
rescuer_001.MOV;1;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_002.MOV;1;0;1920;1080;0;1;1;0;1;0;;;;;;
rescuer_003.MOV;1;0;1920;1080;0;1;1;0;1;0;;;;;;
rescuer_004.MOV;1;0;1920;1080;0;1;1;0;1;0;;;;;;
rescuer_005.MOV;1;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_006.MOV;0;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_007.MOV;0;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_008.MOV;1;1;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_009.MOV;1;1;1920;1080;0;1;0;1;0;1;;;;;;
rescuer_010.MOV;1;1;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_011.MOV;1;1;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_012.MOV;1;1;1920;1080;0;1;0;1;0;1;;;;;;
rescuer_013.MOV;1;1;1920;1080;0;1;0;1;0;1;;;;;;
rescuer_014.mp4;1;0;1920;1080;0;1;1;0;1;0;;;;;;
rescuer_015.mp4;1;0;1920;1080;0;1;1;0;1;0;;;;;;
rescuer_016.mp4;1;0;1920;1080;0;1;1;0;1;0;;;;;;
rescuer_017.mp4;0;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_018.mp4;1;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_019.mp4;1;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_020.mp4;1;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_021.mp4;1;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_022.mp4;1;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_023.mp4;1;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_024.mp4;1;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_025.mp4;1;0;1920;1080;0;1;1;0;1;0;;;;;;
rescuer_026.mp4;1;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_027.mp4;0;0;1920;1080;0;1;1;0;1;0;;;;;;
rescuer_028.mp4;1;0;1920;1080;0;1;1;0;1;0;;;;;;
rescuer_029.mp4;1;0;1920;1080;0;1;1;0;1;0;;;;;;
rescuer_030.mp4;1;0;1920;1080;0;1;1;0;1;0;;;;;;
rescuer_031.mp4;1;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_032.mp4;0;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_033.mp4;0;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_034.mp4;1;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_035.mp4;1;0;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_036.mp4;1;1;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_037.mp4;1;1;1920;1080;0;1;1;0;0;1;;;;;;
rescuer_038.mp4;1;1;1920;1080;0;1;0;1;0;1;;;;;;
rescuer_039.mp4;1;0;320;240;0;1;1;0;1;0;;;;;;
rescuer_040.mp4;1;1;320;240;0;1;1;0;1;0;;;;;;
rescuer_041.mp4;0;0;320;240;0;1;1;0;0;1;;;;;;
rescuer_042.mp4;1;1;320;240;0;1;1;0;0;1;;;;;;
rescuer_043.mp4;1;0;320;240;0;1;1;0;0;1;;;;;;
rescuer_044.mp4;1;0;320;240;0;1;1;0;0;1;;;;;;
rescuer_045.mp4;1;0;320;240;0;1;1;0;0;1;;;;;;
rescuer_046.mp4;1;1;320;240;0;1;1;0;1;0;;;;;;
rescuer_047.mp4;1;0;320;240;0;1;1;0;0;1;;;;;;
rescuer_048.mp4;1;0;320;240;0;1;1;0;0;1;;;;;;
rescuer_049.mp4;1;0;320;240;0;1;1;0;0;1;;;;;;
rescuer_050.mp4;1;0;320;240;0;1;1;0;0;1;;;;;;
rescuer_051.mp4;1;0;320;240;0;1;1;0;0;1;;;;;;
rescuer_052.mp4;0;0;320;240;0;1;1;0;1;0;;;;;;
rescuer_053.mp4;1;0;320;240;0;1;1;0;1;0;;;;;;
rescuer_054.mp4;1;0;320;240;0;1;0;1;1;0;;;;;;
rescuer_055.mp4;1;0;320;240;0;1;0;1;1;0;;;;;;
rescuer_056.mp4;1;0;320;240;0;1;1;0;1;0;;;;;;
rescuer_057.mp4;1;0;320;240;0;1;1;0;0;1;;;;;;
rescuer_058.mp4;1;0;320;240;0;1;1;0;0;1;;;;;;
rescuer_059.mp4;1;0;320;240;0;1;1;0;0;1;;;;;;
rescuer_060.mp4;1;0;320;240;0;1;1;0;1;0;;;;;;
rescuer_061.mp4;1;0;320;240;0;1;1;0;1;0;;;;;;
FIRENET;FLAME;SMOKE;WIDTH;HEIGHT;INDOOR;OUTDOOR;SHORT DISTANCE;LONG DISTANCE;LOW ACTIVITY;HIGH ACTIVITY;;;;;;
FireVid20.mp4;1;1;1280;720;0;1;1;0;1;0;;;;;;
FireVid21.mp4;1;1;1280;720;0;1;1;0;1;0;;;;;;
FireVid22.mp4;1;1;1280;720;0;1;1;0;1;0;;;;;;
FireVid23.mp4;1;1;1280;720;0;1;1;0;0;1;;;;;;
FireVid24.mp4;1;1;1280;720;0;1;1;0;0;1;;;;;;
FireVid25.mp4;1;1;1280;720;0;1;1;0;1;0;;;;;;
FireVid26.mp4;1;0;1280;720;0;1;1;0;1;0;;;;;;
FireVid27.mp4;1;0;720;1280;1;0;1;0;1;0;;;;;;
FireVid28.mp4;1;0;720;1280;1;0;1;0;1;0;;;;;;
FireVid29.mp4;1;0;720;1280;1;0;1;0;0;1;;;;;;
FireVid30.mp4;1;0;720;1280;1;0;1;0;1;0;;;;;;
FireVid31.mp4;1;0;352;640;0;1;1;0;0;1;;;;;;
FireVid32.mp4;1;1;720;1280;0;1;1;0;1;0;;;;;;
FireVid33.mp4;1;1;720;1280;0;1;1;0;1;0;;;;;;
FireVid34.mp4;1;1;720;1280;1;0;1;0;1;0;;;;;;
FireVid35.mp4;1;0;720;1280;1;0;1;0;1;0;;;;;;
FireVid36.mp4;1;0;720;1280;1;0;1;0;1;0;;;;;;
FireVid37.mp4;1;0;720;1280;1;0;1;0;1;0;;;;;;
FireVid38.mp4;1;1;720;1280;1;0;1;0;1;0;;;;;;
FireVid42.mp4;1;1;1920;1080;1;0;1;0;1;0;;;;;;
FireVid43.mp4;1;1;1920;1080;1;0;1;0;1;0;;;;;;
FireVid44.mp4;1;1;1920;1080;1;0;1;0;1;0;;;;;;
FireVid45.mp4;1;1;1920;1080;1;0;1;0;1;0;;;;;;
FireVid46.mp4;1;1;1920;1080;1;0;1;0;1;0;;;;;;
FireVid47.mp4;1;1;1920;1080;1;0;1;0;1;0;;;;;;
FireVid48.mp4;1;1;1920;1080;1;0;1;0;1;0;;;;;;
FireVid49.mp4;1;1;1920;1080;1;0;1;0;1;0;;;;;;
FireVid50.mp4;1;1;1920;1080;1;0;1;0;1;0;;;;;;
FireVid51.mp4;1;1;1920;1080;1;0;1;0;1;0;;;;;;
FireVid52.mp4;1;1;1920;1080;1;0;1;0;1;0;;;;;;
FireVid53.mp4;1;1;1920;1080;0;1;1;0;0;1;;;;;;
FireVid54.mp4;1;1;1920;1080;0;1;1;0;1;0;;;;;;
FireVid55.mp4;1;1;1920;1080;0;1;1;0;1;0;;;;;;
FireVid56.mp4;1;1;1920;1080;0;1;1;0;1;0;;;;;;
FireVid57.mp4;1;1;1920;1080;0;1;1;0;1;0;;;;;;
FireVid58.mp4;1;1;1920;1080;0;1;1;0;1;0;;;;;;
FireVid59.mp4;1;0;1920;1080;1;0;1;0;1;0;;;;;;
FireVid60.mp4;1;0;1920;1080;1;0;1;0;1;0;;;;;;
FireVid61.mp4;1;0;1920;1080;1;0;1;0;1;0;;;;;;
FireVid62.mp4;1;0;1920;1080;1;0;1;0;1;0;;;;;;
FireVid63.mp4;1;0;1920;1080;1;0;1;0;1;0;;;;;;
FireVid64.mp4;1;0;1920;1080;1;0;1;0;1;0;;;;;;
FireVid65.mp4;0;0;1920;1080;1;0;1;0;1;0;;;;;;
FireVid66.mp4;0;0;1920;1080;1;0;1;0;1;0;;;;;;
FireVid67.mp4;1;0;1920;1080;1;0;1;0;1;0;;;;;;
FireVid68.mp4;0;0;1920;1080;1;0;1;0;1;0;;;;;;
NoFireVid1.mp4;0;0;1920;1080;0;1;1;0;1;0;;;;;;
NoFireVid2.mp4;0;0;1920;1080;0;1;1;0;1;0;;;;;;
NoFireVid3.mp4;0;0;1920;1080;0;1;1;0;0;1;;;;;;
NoFireVid4.mp4;0;0;400;222;0;1;0;1;0;1;;;;;;
NoFireVid5.mp4;0;0;1920;1080;0;1;1;0;1;0;;;;;;
NoFireVid6.mp4;0;0;1920;1080;0;1;1;0;1;0;;;;;;
NoFireVid7.mp4;0;0;1920;1080;0;1;1;0;1;0;;;;;;
NoFireVid8.mp4;0;0;1920;1080;0;1;1;0;1;0;;;;;;
NoFireVid9.mp4;0;0;1280;720;0;1;1;0;1;0;;;;;;
NoFireVid10.mp4;0;0;1280;720;0;1;1;0;1;0;;;;;;
NoFireVid11.mp4;0;0;1280;720;0;1;1;0;1;0;;;;;;
NoFireVid12.mp4;0;0;1280;720;0;1;0;1;1;0;;;;;;
NoFireVid13.mp4;0;0;1280;720;0;1;0;1;1;0;;;;;;
NoFireVid14.mp4;0;0;1280;720;0;1;1;0;1;0;;;;;;
NoFireVid15.mp4;0;0;1280;720;0;1;1;0;1;0;;;;;;
NoFireVid16.mp4;0;0;1280;720;0;1;1;0;1;0;;;;;;
;;;;;;;;;;;;;;;;
