video;frame_idx;num_frames;gt_label;video_path;no_temp_method;no_temp_method_dir;temp_method_motion_block.AccMotionDet;temp_method_motion_block.AccMotionDet_dir
aihub__lb_smoke__0208.mp4;172;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;173;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;174;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;175;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;176;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;177;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;178;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;179;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;180;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;181;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;182;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;183;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;184;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;185;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;186;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;187;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;188;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;189;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;190;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;191;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;192;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;195;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;196;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;197;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;198;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;199;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;200;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;201;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;202;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;203;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;204;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;205;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;206;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;207;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;208;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;209;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;210;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;211;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;212;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;213;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;214;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;215;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;216;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;217;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;218;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;219;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_smoke__0208.mp4;220;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__0208.mp4;smokeonly;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
